Links,Locality,Price,Beds,Property Type,Baths,Description,Garden,Yard,Terrace,Lift,Pool,Roof Access,Seafront,Views,Garage,Optional Garage,Airspace,Optional Airspace,Furnished,Finished
https://www.propertymarket.com.mt/view/3-bedroom-apartment-for-sale-paola-4122532301898826222,Paola,164150,3,Apartment,2,"Paola- Apartment, This third floor APARTMENT set in this newly built block in a very quite area in this village - layout offering a nice design featured 3 bedrooms - en-suite - main bathroom - open plan kitchen/dining/living room and complimented with a front and back balcony. Lift wheelchair accessible. Included in the price are finished common parts including lift. Call now to set an appointment.Ref: SAPT64938 Size: 93sqm Bathrooms: 2",0,0,0,1,0,0,0,0,0,0,0,0,0,1
https://www.propertymarket.com.mt/view/3-bedroom-apartment-for-sale-paola-4122532301898826221,Paola,164200,3,Apartment,2,"Paola- Apartment, This third floor APARTMENT set in this newly built block in a very quite area in this village - layout offering a nice design featured 3 bedrooms - en-suite - main bathroom - open plan kitchen/dining/living room and complimented with a front and back balcony. Lift wheelchair accessible. Included in the price are finished common parts including lift. Call now to set an appointment.Ref: SAPT64936 Size: 94sqm Bathrooms: 2",0,0,0,1,0,0,0,0,0,0,0,0,0,1
https://www.propertymarket.com.mt/view/2-bedroom-apartment-for-sale-mellieha-4122532301898826208,Mellieha,218000,2,Apartment,1,"MELLIEHA – Located in this central and residential area is this ground floor apartment. Layout consists of an open plan Kitchen, Living, Dining served with balcony. Following is the main bathroom and Master bedroom. Following is an internal yard and another lofted room which one could use as a study. Premises measures 76SQM and is being sold finished including doors and bathrooms. Optional garages also available.Ref: JST52932 Bathrooms: 1",0,1,0,0,0,0,0,0,0,1,0,0,0,1
https://www.propertymarket.com.mt/view/2-bedroom-apartment-for-sale-mellieha-4122532301898826209,Mellieha,238000,2,Apartment,2,"MELLIEHA- Located close to the village centre is this ground floor apartment. Layout consists of an open plan Kitchen, Living, Dining served with balcony. Following is the main bathroom, Central yard and two bedrooms. Premises measures 108SQM and is being sold finished including doors and bathrooms. Optional garages also available.Ref: JST52930 Bathrooms: 2",0,1,0,0,0,0,0,0,0,1,0,0,0,1
https://www.propertymarket.com.mt/view/2-bedroom-apartment-for-sale-mellieha-4122532301898826206,Mellieha,255000,2,Apartment,2,"MELLIEHA- Ideally located close to the village centre is this apartment with overall squared layout and in the form of an open plan Kitchen, Living, Dining served with front balcony. Following is the main bathroom and two bedrooms main with En-suite and walk-inn closet. Premises measures 104SQM and is being sold finished including doors and bathrooms. Optional garages also available.Ref: JST52934 Bathrooms: 2",0,0,0,0,0,0,0,0,0,1,0,0,0,1
https://www.propertymarket.com.mt/view/2-bedroom-apartment-for-sale-mellieha-4122532301898826205,Mellieha,260000,2,Apartment,1,"MELLIEHA- Located in this nice area and is this well laid out apartment and in the form of an open plan Kitchen, Living, Dining served with front terrace. Following is the main bathroom, Separate storage room and two bedrooms. Premises measures 104SQM and is being sold finished including doors and bathrooms. Optional garages also available.Ref: JST52935 Bathrooms: 1",0,0,1,0,0,0,0,0,0,1,0,0,0,1
https://www.propertymarket.com.mt/view/3-bedroom-apartment-for-sale-bugibba-4122532301898826210,St Paul's Bay,265000,3,Apartment,2,"BUGIBBA- Situated in this nice area of the village and seconds from the seaside is this spacious new apartment. Layout consists of an open plan Kitchen, Living, Dining served with a good sized front terrace to enjoy. Following is the main bathroom and three bedrooms main with En-suite and rear balconies. Premises measures a total of 125 SQM and is being sold finished excluding doors and bathrooms. FreeholdRef: JST52928 Bathrooms: 2",0,0,1,0,0,0,1,0,0,0,0,0,0,1
https://www.propertymarket.com.mt/view/3-bedroom-apartment-for-sale-mellieha-4122532301898826203,Mellieha,270000,3,Apartment,2,"MELLIEHA- Located close to the village is this first floor apartment with squared layout and I the form of an open plan Kitchen, Living, Dining served with outdoor space / balcony. Following is the main bathroom, Two bedrooms and a separate study room / office. Master bedroom served with En-suite and walk-inn closet. Premises measures 99 SQM and is being sold finished including doors and bathrooms. Optional garages also available.Ref: JST52937 Bathrooms: 2",0,0,0,0,0,0,0,0,0,1,0,0,0,1
https://www.propertymarket.com.mt/view/3-bedroom-penthouse-for-sale-st-pauls-bay-4122532301898826159,St Paul's Bay,330000,3,Penthouse,3,"Duplex penthouse, located in a quiet area, on the sixth floor. Layout in the form of kitchen/living/dining leading to a front terrace and a guest toilet. On the lower floor, one finds three bedrooms (master with en-suite shower ) and a main bathroom. Finished excluding internal doors and bathrooms .Ref: BSDPP140553 Size: 150sqm Bathrooms: 3",0,0,1,0,0,0,0,0,0,0,0,0,0,1
https://www.propertymarket.com.mt/view/3-bedroom-apartment-for-sale-swieqi-4122532301898826260,Swieqi,375000,3,Apartment,2,"Brand new three bedroom apartment for sale in Swieqi. Property is being sold freehold and finished excluding internal doors and bathrooms. Features of this property includes: open plan kitchen/dining/living, 3 double bedroom, Main bathroom, ensuite, front terrace and a back balcony. Optional lockup garages and car spaces are available. Call the assigned certified agent to book a viewing or for more information.Ref: SA456969 Size: 122sqm Bathrooms: 2",0,0,1,0,0,0,0,0,0,1,0,0,0,1
https://www.propertymarket.com.mt/view/3-bedroom-maisonette-for-sale-dingli-4122532301898826213,Dingli,425000,3,Maisonette,2,"DINGLI- Perfectly located in this tranquil area is this ground floor maisonette. Layout consists of a spacious open plan Kitchen, Living, Dining served with large outdoor area running the length of the property due to its semi-detached design which enjoys an abundance of natural light. Following is the main bathroom and Separate laundry room. Following are three bedrooms main with En-suite and bedroom also having access to outdoor area. Premises is being sold in shell form with all outdoor area and fa ade and main door finished. Optional garages also available. Freehold. Enquire within for further details and information.Ref: JST52920 Bathrooms: 2",0,0,0,0,0,0,0,0,0,1,0,0,0,1
https://www.propertymarket.com.mt/view/3-bedroom-maisonette-for-sale-swieqi-4122532301898826256,Swieqi,650000,3,Maisonette,2,"Brand new duplex three bedroom maisonette for sale in Swieqi. Property is being sold freehold and in shell form. Features of this property includes: open plan kitchen/dining/living, 3 double bedroom, Main bathroom, ensuite, Laundry room, interconnecting 3 car garage, games room, back yard with pool. Call the assigned certified agent to book a viewing or for more information.Ref: SM456963 Size: 256sqm Bathrooms: 2",0,1,0,0,1,0,0,0,1,0,0,0,0,0
https://www.propertymarket.com.mt/view/4-bedroom-terraced-house-for-sale-qormi-4122532301898826238,Qormi,665000,4,Terraced House,2,"-Qormi - Terraced house - With an interconnected semi Basement 2-car garage-Price - €665,000-Call 7703 6425 for more informationThis terraced house is close to amenities comes this 4 Bedroom Terraced House with full of natural light. On the ground floor level, Upon entering this property, one finds an entrance hall with a welcoming and traditional Sitting area, Bedroom and Bathroom leading to an Open Kitchen/Dining area along with a internal yard. On the second floor, there are 3 bedrooms, a Bathroom and a Front terrace. On the roof level there is a washroom along with a roof split into 2 sides enjoying village views.Ref: BrendaQQ Bathrooms: 2",0,1,1,0,0,1,0,0,1,0,0,0,0,0
https://www.propertymarket.com.mt/view/3-bedroom-apartment-for-sale-msida-4122532301898826033,Msida,194000,3,Apartment,2,"Msida | Owner | New development | Rental investment |Close to University Starting price: €140,000 in shell form , finishing packages available .project to be complete by the end of 2025large discounts given to early investors.Triq it-TorriMaisonettesApartmentsPenthousesGaragesRe sales availableCall today on 356 9966 0911Ref: 355214 Size: 105sqm Bathrooms: 2",0,0,0,0,0,0,0,0,0,1,0,0,0,0
https://www.propertymarket.com.mt/view/3-bedroom-maisonette-for-sale-swieqi-4122532301898827072,Swieqi,650000,3,Maisonette,2,"SWIEQI – DUPLEX MAISONETTE WITH POOL – One of a kind Maisonette in a highly sought after area of Swieqi which is being sold in SHELL FORM. Maisonette is a duplex; spread on two floors. Measuring a total of 256sqm Internal with another 73sqm External. The layout of this hard to come by property consists of a massive 65sqm Open Plan kitchen/living/dining, 3 double bedrooms (main with en-suite facilities and a private terrace) and a main bathroom at Upper Floor level. The Lower level consists of a 30sqm games room/indoor entertaining area which overlooks a Pool enjoying ample deck area and a spare toilet room. Further complimenting this property is a private, semi-basement, inter-connected 3-car garage. FREEHOLD. Call Agent for further details and an immediate viewing!Ref: 240271007-816 Bathrooms: 2",0,0,1,0,1,0,0,0,1,0,0,0,0,0
https://www.propertymarket.com.mt/view/2-bedroom-apartment-for-sale-mellieha-4122532301898828180,Mellieha,375000,2,Apartment,2,"Mellieha - APARTMENT - Being sold finished with distant sea views, in a block of five units. Comprising of a Kitchen/Dining/Living area, leading onto a balcony. The property consists of two spacious bedrooms, (main bedroom with en suite) and a guest bathroom. Close to amenities and the beach. Being sold FREEHOLD. Ideal for first time buyers or for rental investment due to it's location. For more information, kindly contact agent to book a viewing today! Not to be missed!Ref: 240351001-55685 Bathrooms: 2",0,0,0,0,0,0,0,0,0,0,0,0,0,1
https://www.propertymarket.com.mt/view/2-bedroom-apartment-for-sale-birkirkara-4122532301898826567,Birkirkara,250000,2,Apartment,2,"BIRKIRKARA - New to the market is this Third floor apartment consisting of two bedrooms & two bathrooms. Property comprises of an open plan Kitchen / Living / Dining, a corridor that leads to the guest bathroom, Main double bedroom with an En-suit and a second double bedroom complimented with a small balcony. The property is located near all amenities & is being sold partly-furnished, freehold and also comes with ownership of part of the roof. Contact agent for viewingRef: 240081120-12 Bathrooms: 2",0,0,0,0,0,1,0,0,0,0,0,0,1,0
https://www.propertymarket.com.mt/view/2-bedroom-apartment-for-sale-mosta-4122532301898827448,Mosta,255000,2,Apartment,2,"Apartment marked as 5A forming part of a new smart block in Mosta which will be finished to very high standards. The block is located in a very secluded area whilst still being just 10 mins away by walk from the Mosta Centre. All apartments are enjoying open field views and front terraces, being offered semi-finished and freehold. Lift is accessible from ground floor level.Ref: SS1C37913 Bathrooms: 2",0,0,1,1,0,0,0,0,0,0,0,0,0,1
https://www.propertymarket.com.mt/view/2-bedroom-apartment-for-sale-swieqi-4122532301898826262,Swieqi,310000,2,Apartment,2,"Brand new two bedroom apartment for sale in Swieqi. Property is being sold freehold and finished excluding internal doors and bathrooms. Features of this property includes: open plan kitchen/dining/living, 2 double bedroom, Main bathroom, ensuite and front terrace. Optional lockup garages and car spaces are available. Call the assigned certified agent to book a viewing or for more information.Ref: SA456965 Size: 88sqm Bathrooms: 2",0,0,1,0,0,0,0,0,0,1,0,0,0,1
https://www.propertymarket.com.mt/view/3-bedroom-house-of-character-for-sale-gharghur-4122532301898826010,Gharghur,795000,3,House of Character,3,"Situated in one of the best areas of Gharghur with fantastic open country and distant sea views, is this converted three-bedroom, House of Character. This property has been tastefully finished and offers a complete, practical, and comfortable family home. The layout includes an entrance hallway at ground floor level which leads to an open plan Kitchen, Living & Dining area on the first floor with an adjacent internal yard. Further in, there's a large Bathroom, a double Bedroom enjoying nice country views and a single Bedroom. A large master Bedroom, complete with walk-in wardrobe and en-suite facilities as a private 20sqm front terrace can be found on the 2nd floor. The roof terrace enjoys spectacular views and is perfect for entertainment as it is fully equipped with an outdoor kitchen & BBQ area, sun deck, and a large 'Jacuzzi' pool. Complementing the property is an interconnected street-level 2 car garage with plenty of storage space. The property has been recently finished and is being sold furnished with high-end quality materials and brands. For further details, kindly contact the assigned Certified Sales Agent.Ref: SHC451000 Size: 215sqm Bathrooms: 3",0,1,1,0,1,1,0,0,0,1,0,0,1,0
https://www.propertymarket.com.mt/view/1-bedroom-penthouse-for-sale-sliema-4122532301898825976,Sliema,340000,1,Penthouse,1,"Perfect rental investment, summer residence or home for a couple. A smart and spacious 1 bedroom penthouse (with potential to build a further floor and convert into a duplex) situated a short walk from Balluta and the promenade. Bursting with light property enjoys a very large bedroom, bathroom and open plan leading onto a front terrace. A Lock up garage is included in the price.Ref: SPH23365 Bathrooms: 1",0,0,1,0,0,0,0,0,0,1,0,0,0,0
https://www.propertymarket.com.mt/view/2-bedroom-apartment-for-sale-birkirkara-4122532301898825961,Birkirkara,265000,2,Apartment,1,"BIRKIRKARA- Well positioned and located in this central area and enjoying plenty of natural light is the recently build and furnished apartment. Layout consists of an open plan Kitchen, Living, Dining served with front terrace. Following is the main bathroom and two bedrooms. Premises includes most furnishings and property will make a great new home. FreeholdRef: JST52858 Bathrooms: 1",0,0,1,0,0,0,0,0,0,0,0,0,1,0
https://www.propertymarket.com.mt/view/5-bedroom-town-house-for-sale-sliema-4122532301898825962,Sliema,995000,5,Town House,2,"Rare to find. Immaculately kept Townhouse finished to high standards of workmanship located on one of Sliema's most prestigious streets only seconds away from the promenade. Accommodation in the form of an imposing entrance, lounge / living area, dining room, separate kitchen / breakfast area leading to an attractive back yard and a guest toilet all on ground level. On the upper levels, the property accommodates 5 bedrooms, two bathrooms and a beautiful sunny terrace. Property enjoys its full private roof with airspace having the potential to build further floors. A lock up garage is available for rent exactly adjacent to the property.Ref: 29264 Bathrooms: 2",0,1,1,0,0,1,0,0,0,1,0,1,0,1
https://www.propertymarket.com.mt/view/3-bedroom-apartment-for-sale-gozo-zebbug-4122532301898825935,Gozo - Zebbug,255000,3,Apartment,2,"Square Laid Second Floor Three Bedroom Apartment For Sale in Zebbug Gozo – Century21 Properties in Gozo New on the market is this partly furnished 3-bedroom Second Floor APARTMENT for sale set in a new smart small block on the outskirts of Zebbug enjoying total tranquility. Accommodation comprising of an open plan kitchen/dining/living leading out onto a large front terrace reaching town and country views, 3 double bedrooms (one with en-suite facility and both leading to a back terrace) and a main bathroom. Property is being sold fully finished and partly furnished with a fully equipped kitchen. The ideal retreat home in Gozo!Ref: 010415 Size: 120sqm Bathrooms: 2",0,0,1,0,0,0,0,0,0,0,0,0,1,0
https://www.propertymarket.com.mt/view/3-bedroom-maisonette-for-sale-mosta-4122532301898825985,Mosta,372000,3,Maisonette,2,"This property consists of a huge Living area, Boxroom, front patio, 3 Bedrooms,(main with En-suite), main Bathroom, two internal yards, a spacious back terrace, and a good sized Kitchen and Dining area Optional 1 car garage for € 35,000, Being sold fully furnished and Freehold.This is a semi-basement Maisonette.For more details, kindly contact 21 341 341Ref: 240311009-182 Size: 191sqm Bathrooms: 2",0,1,1,0,0,0,0,0,0,1,0,0,1,0
https://www.propertymarket.com.mt/view/3-bedroom-maisonette-for-sale-fgura-4122532301898825990,Fgura,270000,3,Maisonette,2,"FGURA - Ground floor huge MAISONETTE circa 175sqm. CALL ON 79044543 FOR MORE INFO - This property comprises of 3 double bedrooms, a main bathroom, an en-suite with a main bedroom, a kitchen/ living/ dining overlooking the backyard, and a formal sitting room. The property is well-kept and ready to move into ideally for people who are looking for a ground-floor entrance without steps.Ref: Ian191 Size: 180sqm Bathrooms: 2",0,1,0,0,0,0,0,0,0,0,0,0,0,0
https://www.propertymarket.com.mt/view/2-bedroom-apartment-for-sale-pieta-4122532301898825934,Pieta,285000,2,Apartment,1,"HAMRUN - A 2nd Floor Apartment situated in hamrun close to amenities and shops part of a quiet block of only 3 units. The Property comprises of a kitchen area, living area, 2 bedrooms, main bathroom, 2 small balconies and a large terrace. Boasting the Property is ownership of 1/3 of the roof and airspace. Freehold. Double Glazed PVC Apertures. Sold Highly Finished including bathrooms, solid wood doors, PVC apertures, AC'S, Appliances and 2 TV sets.Ref: SS6C23471 Size: 87sqm Bathrooms: 1",0,0,1,0,0,1,0,0,0,0,1,0,0,1
https://www.propertymarket.com.mt/view/3-bedroom-apartment-for-sale-portomaso-4122532301898826113,St Julian's,1800000,3,Apartment,1,"An excellently located Apartment, forming part of an S.D.A. (Special Designated Area) enjoying various facilities.Accommodation is spread on approximately 175sqm and comprises of an entrance hall, open plan fitted kitchen/dining/living leading to a front terrace, from which one could enjoy magnificent Marina and Open Sea-views. This attractive residence further comprises a bathroom, 3 bedrooms, shower en-suite and a back terrace. Being sold fully furnished.A parking space is included. For more details, kindly contact 21 341 341Ref: 240171006-2033 Size: 188sqm Bathrooms: 1",0,0,1,0,0,0,0,0,0,0,0,0,1,0
https://www.propertymarket.com.mt/view/1-bedroom-apartment-for-sale-msida-4122532301898826024,Msida,165000,1,Apartment,1,"MSIDA - A 4th Floor Apartment close to amenities and shops situated a few minutes away from the dazzling sea-front. The Apartment comprises of an open plan kitchen/living/dining area, gym, main bedroom, main bathroom and a balcony. Completion Date - Shell Form by August 2023. Lift will be available for use.Ref: SS6C23480 Bathrooms: 1",0,0,0,1,0,0,0,0,0,0,0,0,0,0
https://www.propertymarket.com.mt/view/4-bedroom-village-house-for-sale-bingemma-4122532301898825986,Rabat,4650000,4,Village House,4,"A unique luxuriously finished Farmhouse set on a 4,600 sqm plot of land on high ground of which one can enjoy the most spectacular sunsets and open views of the green area stretching all the way to the sea.A very private exclusive residence has a driveway that leads to an open parking space surrounded by gardens. The property consists of an wide fronted open plan Kitchen / Living / Dining from which one enjoys the open views and leads to the beach-like swimming pool and decking area. On this floor one also finds 3 bedrooms all with ensuite facilities and an interconnecting garage. On the upper floor is a penthouse / flatlet with a private entrance, kitchenette, ensuite, and terraces with gorgeous views. At the basement level, there is a 4-meter cinema, another fully equipped kitchen, 2 bedrooms with high-level windows, a bathroom, an office, a gym, and more. All levels are serviced with a lift, underfloor heating in all bathrooms, 2 fireplaces, a jacuzzi, soundproofing, and much more.For more details, kindly contact 21 341 341Ref: 240221028-343 Size: 4600sqm Bathrooms: 4",1,0,1,1,1,0,0,0,1,0,0,0,0,1
https://www.propertymarket.com.mt/view/2-bedroom-penthouse-for-sale-swieqi-4122532301898826090,Swieqi,495000,2,Penthouse,2,"A spacious (128sqm internal) penthouse enjoying open valley views from a large front terrace. Property enjoys 2 large bedrooms (main with en-suite and walk-in wardrobe). Property is being sold in shell form but finishing packages are available from €35,000Ref: SPH23381 Bathrooms: 2",0,0,1,0,0,0,0,0,0,0,0,0,0,0
https://www.propertymarket.com.mt/view/2-bedroom-apartment-for-sale-sliema-4122532301898825984,Sliema,340000,2,Apartment,1,"Perfect home or rental investment. Just off the seafront is this 6th floor, hardly used apartment in a smart block served with lift, 2 bedrooms, bathroom and front balcony. Lock up garage included. A must view!Ref: SAPT23367 Bathrooms: 1",0,0,0,1,0,0,1,0,0,1,0,0,0,0
https://www.propertymarket.com.mt/view/2-bedroom-apartment-for-sale-zurrieq-4122532301898826148,Zurrieq,230500,2,Apartment,2,"A 2-bedroom apartment in a brand new development in Zurrieq. The apartment is being sold fully finished excluding bathrooms and internal doors and it is to be completed by March 2024. The apartment is located on the second floor and it has a total area of approx. 97.31 m2 with an internal area of approx. 85.60 m2. The layout consists of: an open plan kitchen/living/dining area with a front terrace, a main bedroom with an en suite and a front balcony, another double bedroom, a main bathroom and a box room. There are optional garages available at an additional price.Ref: SAPT25697 Size: 85sqm Bathrooms: 2",0,0,1,0,0,0,0,0,0,1,0,0,0,1
https://www.propertymarket.com.mt/view/1-bedroom-apartment-for-sale-mosta-4122532301898827423,Mosta,233000,1,Apartment,1,"Apartment marked as B3 forming part of a new smart block in Mosta which will be finished to very high standards. The block is located in a very secluded area whilst still being just 10 mins away by walk from the Mosta Centre. All apartments are enjoying open field views and front terraces, being offered semi-finished and freehold. Lift is accessible from ground floor level.Ref: SS1C37869 Bathrooms: 1",0,0,1,1,0,0,0,0,0,0,0,0,0,1
https://www.propertymarket.com.mt/view/3-bedroom-apartment-for-sale-mosta-4122532301898826112,Mosta,395000,3,Apartment,2,"Located in a prime very quite and very pleasant area in Mosta, being sold ready to move in. While being in a quite area it's close to all necessities that you might need.This Apartment layout consist of an Open plan - Kitchen/Dining/Living area, 3 double Bedrooms which main is with en-suite, Bathroom, Office/study room and 2 large terraces. Optional garage at extra cost. For more details, kindly contact 21 341 341Ref: 240461029-3 Size: 174sqm Bathrooms: 2",0,0,1,0,0,0,0,0,0,1,0,0,0,0
https://www.propertymarket.com.mt/view/4-bedroom-penthouse-for-sale-marsascala-4122532301898825991,Marsascala,1400000,4,Penthouse,3,"-Marsascala - Duplex penthouse-Price - €1,400,000-Call 7703 6425 for more informationThis property layout comprises of--Kitchen,Dining room-Open Plan Kitchen/Living/Dining-Living room-4 Bedrooms-2 Bathrooms-Large 2 front Terraces-One having a 4X2 Pool area-Back Terrace- Property is being sold with airspace, 2 Parking spaces included and will be highly finished.Ref: BrendaDuplex1 Bathrooms: 3",0,0,1,0,1,0,0,0,0,0,1,0,0,1
https://www.propertymarket.com.mt/view/3-bedroom-villa-for-sale-madliena-4122532301898826092,Swieqi,3600000,3,Villa,4,"A rare opportunity to acquire a DETACHED VILLA built on circa 906sq m, situated in this elite residential area enjoying breath taking views of the sea. This unique contemporary designed high end residence offers a practical, modern luxurious living, flooded with natural light, while the panoramic windows and large apertures introduce a free flow between the interior and exterior. Accommodation layout comprises a formal lounge, dining room, cloakroom, guest toilet, a kitchen/breakfast area which opens onto a beautiful terrace with outdoor infinity swimming pool favouring the optimal views offered by its elevated position of the site. Sleeping quarters consists of 3 bedrooms (all with their own bathroom en suites and walk in wardrobes). Complementing this amazing property is an indoor pool and spa, gym, games room and an entertainment area. There is also space for an independent flat let ideal for guests or a live-in housekeeper, and a 2 car lock up garage. Property will be sold in shell form stage, giving one the option to finish it off to ones standards.Ref: 003668 Size: 500sqm Bathrooms: 4",0,0,1,0,1,0,0,0,0,1,0,0,0,0
https://www.propertymarket.com.mt/view/3-bedroom-apartment-for-sale-swieqi-4122532301898826253,Swieqi,395000,3,Apartment,2,"Brand new three bedroom apartment for sale in Swieqi. Property is being sold freehold and finished excluding internal doors and bathrooms. Features of this property includes: open plan kitchen/dining/living, 3 double bedroom, Main bathroom, ensuite, front terrace and a back balcony. Optional lockup garages and car spaces are available. Call the assigned certified agent to book a viewing or for more information.Ref: SA456981 Size: 122sqm Bathrooms: 2",0,0,1,0,0,0,0,0,0,1,0,0,0,1
https://www.propertymarket.com.mt/view/3-bedroom-penthouse-for-sale-birzebbuga-4122532301898827834,Birzebbuga,372000,3,Penthouse,3,"BIRZEBBUGIA PENTHOUSE - Situated in a very sought-after area and forming part of an elegant block. This property consists of an Open Plan Kitchen/Living/Dining complemented with a large front Terrace , main Bathroom ,3 Bedrooms which 2 having an En-suite and Walk- In Wardrobe, Boxroom , Laundry Room and a large Back Balcony .Property is being offered with airspace and finished including bathrooms and doors. Project will be completed by June 2024. Contact agent for more information or to set up an onsite viewing!!Ref: 240311063-1205 Bathrooms: 3",0,0,1,0,0,0,0,0,0,0,0,1,0,1
https://www.propertymarket.com.mt/view/1-bedroom-penthouse-for-sale-mellieha-4122532301898826009,Mellieha,224000,1,Penthouse,2,MELLIEHA. Located in a quiet area is this one bedroom penthouse enjoying the use of a communal pool currently being built. The property offers a Kitchen/Living/Dining overlooking a back terrace facing the communal pool. Further complimenting this property are one bedroom with en-suite and a back terrace. This penthouse has the use of a communal pool and decking area and is ideal as a rental investment or as a summer home. The property is being sold fully finished including internal doors and bathrooms. Freehold. Completion June 2022Ref: RC-860732 Size: 88sqm Bathrooms: 2,0,0,1,0,1,0,0,0,0,0,0,0,0,1
https://www.propertymarket.com.mt/view/2-bedroom-apartment-for-sale-gzira-4122532301898825983,Gzira,299000,2,Apartment,1,"This Furnished Apartment situated near the new yacht marina is now up for Sale. Located on the top floor, property comprises of an open plan kitchen/ living/dining, 2 double spacious bedrooms, shower and a sunny terrace. Flooded with natural sunlight, it is within walking distance from all amenities such as coffee shops, restaurants, supermarkets ecc. Worth viewing!Ref: SAPT23371 Bathrooms: 1",0,0,1,0,0,0,0,0,0,0,0,0,1,0
https://www.propertymarket.com.mt/view/3-bedroom-house-of-character-for-sale-qormi-4122532301898827827,Qormi,818000,3,House of Character,2,"QORMI - HOUSE OF CHARACTER situated in a UCA area. This beautifully converted, double fronted 600 year old House boasting a lot of authentic features and high ceilings. This home features solid wood and traditional coloured strip window panes and wooden balcony""s, handmade patterned Maltese tiles all over the ground floor (some specifically created for the House), stone staircases and flagstones on the first floor. One enters into a welcoming Hall, through a Sitting room, leading to a very large Living area with a functional wood-burning stove and oven, a guest Toilet and an internal Courtyard measuring approximately 50 Sqm. Also on the Ground Floor: an 8- seater Dining room with 2 doors leading to the Courtyard, and a fitted Kitchen/Breakfast with all Siemens appliances. One can find a leading Staircase with glass flooring that leads to a Cellar that can be used as a Wine Cellar. Upstairs, one finds a double Study/Library, Bathroom, 1 double Bedrooms and another bedroom, and a Laundry room. The Roof area has approved permits for an Entertainment room and a Swimming pool. Optional to this House of Character are an adjacent 2 Rooms set on 2 Floors ideally to be converted into an Office or a flat let (additional cost of 68K). All levels and rooms have lovely light streaming in through the very large Maltese windows. The property is being sold FREEHOLD and fully Furnished. An Optional 4 Car- Garage is also available from a third party. For more information contact one of our Agents.Ref: 240231061-1 Bathrooms: 2",0,1,0,0,1,1,0,0,0,1,0,0,1,0
https://www.propertymarket.com.mt/view/3-bedroom-penthouse-for-sale-gzira-4122532301898825987,Gzira,615000,3,Penthouse,2,"Lovely large corner brand new 3 bedroom penthouse ideally located very close to amenities.Upon entering with direct lift access into a very large open plan kitchen/living/dining area overlooking the 90 square meter terrace with views stretching up to Valletta. Towards the back end of the property, one finds the main bathroom, 2 double bedrooms, and the main bedroom with its own en suite shower room.This property is being sold highly finished including bathrooms and internal doors, own air space, and an interconnecting 2-car garage.For more details, kindly contact 21 341 341Ref: 240091044-315 Size: 213sqm Bathrooms: 2",0,0,1,1,0,0,0,0,1,0,0,0,0,1
https://www.propertymarket.com.mt/view/2-bedroom-terraced-house-for-sale-zabbar-4122532301898827098,Zabbar,584000,2,Terraced House,1,"ZABBAR: TERRACED HOUSE - Set in a sought-after area of this lovely village close to all amenities yet in a very quiet area, consisting of a wide Entrance, Open Plan Kitchen/Living/Dining area, separate Sitting room, main Bathroom, 2 double Bedrooms which can be easily converted into 3 Bedrooms, Internal yard and a nice Backyard which is ideal for leisure purpose. These rooms are all at ground floor level and the property is set in a 4 +1 area, which is ideal for development since its plot size. This property is being sold furnished. Complementing this one-of-a-kind property, is a 1 car street level Garage and another entrance that leads onto the property's whole Roof and Airspace. For more information regarding this property contact your preferred agent for immediate viewings.Ref: 240061152-37 Bathrooms: 1",0,1,0,0,0,1,0,0,1,0,1,0,1,0
https://www.propertymarket.com.mt/view/3-bedroom-apartment-for-sale-pieta-4122532301898826129,Pieta,210000,3,Apartment,1,"PIETA - 3 BEDROOM APARTMENT - BARGAIN PRICE !-----------------------------------------------Asking Price - €210,000-----------------------------------------------Open Plan Kitchen/Living/Dining3 Double BedroomsMain BathroomBalconyServed with LiftFreeholdE-Mail on: cattard@remax.com.mtCall on or message me on Whatsapp +35699645217Ref: Casey 263 Bathrooms: 1",0,0,0,1,0,0,0,0,0,0,0,0,0,0
https://www.propertymarket.com.mt/view/1-bedroom-maisonette-for-sale-mosta-4122532301898825937,Mosta,175000,1,Maisonette,1,"MOSTA - A Ground Floor Maisonette situated in a Large Residential Complex, comprising of a separate kitchen, living/dining area, main bedroom and a main bathroom. Optional Car Garages are available for purchase on request located at Lower Basement Level. The Property will be sold in Shell Form by December 2024 and will be Finished by October 2025.Ref: SS12C23469 Bathrooms: 1",0,0,0,0,0,0,0,0,0,1,0,0,0,1
https://www.propertymarket.com.mt/view/2-bedroom-apartment-for-sale-msida-4122532301898826034,Msida,171000,2,Apartment,1,"Msida | Owner | New development | Rental investment |Close to University Starting price: €140,000 in shell form , finishing packages available .project to be complete by the end of 2025large discounts given to early investors.Triq it-TorriMaisonettesApartmentsPenthousesGaragesRe sales availableCall today on 356 9966 0911Ref: 778987 Size: 74sqm Bathrooms: 1",0,0,0,0,0,0,0,0,0,1,0,0,0,0
